NAME	DESCRIPTION	GSM1169497	GSM1169498	GSM1169506	GSM1169507
ENSMUSG00000000001	NA	3231.11920362111	5379.19760569185	4379.87479609729	4944.70458394744
ENSMUSG00000000003	NA	0	0	0	0
ENSMUSG00000000028	NA	681.519731345203	2438.43254253717	534.998235626882	2060.29357664477
ENSMUSG00000000031	NA	3114.00841446394	17.9863306614965	1952.06634708163	41.8497132755968
ENSMUSG00000000037	NA	70.7544351157908	124.619576726083	76.186457605094	71.895661268333
ENSMUSG00000000049	NA	0	0	0	0
ENSMUSG00000000056	NA	939.326121364809	1113.86776310839	1020.05201571265	957.178057482882
ENSMUSG00000000058	NA	0	0	0.846516195612155	0
ENSMUSG00000000078	NA	3427.93039095469	1765.22988063544	11192.6371383839	4319.10502395583
ENSMUSG00000000085	NA	1040.17152313904	845.357541090337	820.274193548179	1243.68763298504
ENSMUSG00000000088	NA	1106.04634203995	2739.06121216504	689.910699423907	1696.52299201843
ENSMUSG00000000093	NA	3.25307747658808	0	4.23258097806078	4.2922782846766
ENSMUSG00000000094	NA	0	0	0	0
ENSMUSG00000000103	NA	0	0	0	0
ENSMUSG00000000120	NA	42.2900071956451	0	18.6233563034674	16.0960435675373
ENSMUSG00000000125	NA	2.43980810744106	0	0.846516195612155	0
ENSMUSG00000000126	NA	0	0	0	0
ENSMUSG00000000127	NA	20.3317342286755	30.8337097054226	11.8512267385702	21.461391423383
ENSMUSG00000000131	NA	3112.38187572565	3768.13627358352	3220.99412430425	3742.866664238
ENSMUSG00000000134	NA	335.88024945772	444.519314919843	353.843769765881	247.879070940074
ENSMUSG00000000142	NA	239.914463898371	372.573992273857	121.89833216815	267.194323221118
ENSMUSG00000000148	NA	229.34196209946	200.419113085247	206.549951729366	148.083600821343
ENSMUSG00000000149	NA	362.718138639571	349.44870999479	381.778804221082	348.747610629974
ENSMUSG00000000154	NA	4.0663468457351	0	0	0
ENSMUSG00000000157	NA	0	1.28473790439261	0.846516195612155	0
ENSMUSG00000000159	NA	0	0	0.846516195612155	0
ENSMUSG00000000167	NA	16.2653873829404	44.9658266537413	27.9350344552011	45.0689219891043
ENSMUSG00000000168	NA	944.205737579691	1855.16153394293	959.102849628572	1417.52490351445
ENSMUSG00000000171	NA	2387.75886781565	4635.33435904853	2006.24338360081	3898.46175205752
ENSMUSG00000000182	NA	0	0	0	0
ENSMUSG00000000183	NA	0	0	0	0
ENSMUSG00000000184	NA	6240.21586946509	1262.89736001793	5541.29501647717	1502.29739963681
ENSMUSG00000000194	NA	857.999184450107	501.047782713118	1070.84298744938	560.142316150296
ENSMUSG00000000197	NA	0	0	0	0
ENSMUSG00000000202	NA	0	0	0	0
ENSMUSG00000000204	NA	4.87961621488212	0	2.53954858683647	1.07306957116915
ENSMUSG00000000214	NA	0	0	0	0
ENSMUSG00000000215	NA	0	0	0	0
ENSMUSG00000000216	NA	0	0	0	0
ENSMUSG00000000223	NA	13.0123099063523	46.2505645581339	0.846516195612155	62.2380351278107
ENSMUSG00000000244	NA	21.9582729669696	133.612742056831	20.3163886946917	89.0647744070395
ENSMUSG00000000247	NA	13.8255792754993	53.9589919844896	8.46516195612155	35.411295848582
ENSMUSG00000000248	NA	0.813269369147021	0	0.846516195612155	0
ENSMUSG00000000253	NA	145.575217077317	70.6605847415935	136.289107493557	57.9457568431341
ENSMUSG00000000263	NA	0	2.56947580878522	3.38606478244862	0
ENSMUSG00000000266	NA	0	0	5.07909717367293	0
ENSMUSG00000000275	NA	5771.7727128364	4672.59175827592	6231.20571590108	4672.14491287048
ENSMUSG00000000276	NA	6987.6104197112	5902.08593277965	7468.81239388605	5190.43751574518
ENSMUSG00000000278	NA	195.997917964432	224.829133268707	62.6421984752995	265.04818407878
ENSMUSG00000000282	NA	940.139390733956	713.029536937898	1184.27615766141	882.063187501041
ENSMUSG00000000290	NA	190.305032380403	1004.66504123502	286.968990312521	670.668481980719
ENSMUSG00000000295	NA	337.506788196014	368.719778560679	272.578214987114	361.624445484004
ENSMUSG00000000296	NA	0	2.56947580878522	3.38606478244862	0
ENSMUSG00000000301	NA	27.6511585509987	32.1184476098152	34.7071640200984	16.0960435675373
ENSMUSG00000000303	NA	1716.81163826936	3.85421371317783	1913.97311827908	89.0647744070395
ENSMUSG00000000305	NA	0.813269369147021	0	9.31167815173371	0
ENSMUSG00000000308	NA	0.813269369147021	0	0	0
ENSMUSG00000000317	NA	0.813269369147021	0	13.5442591297945	0
ENSMUSG00000000318	NA	0	0	0	0
ENSMUSG00000000320	NA	3.25307747658808	1.28473790439261	6.77212956489724	0
ENSMUSG00000000326	NA	317.175053967338	321.184476098152	157.452012383861	261.828975365273
ENSMUSG00000000339	NA	737.635317816348	1056.05455741072	839.744066047258	1051.60817974577
ENSMUSG00000000340	NA	422.086802587304	395.699274552924	414.792935849956	417.424063184799
