NAME	DESCRIPTION	GSM1169495	GSM1169496	GSM1169504	GSM1169505
ENSMUSG00000000001	NA	2452.7446108104	3649.07830718505	2566.29643712866	4457.40546616983
ENSMUSG00000000003	NA	0	0	0	0
ENSMUSG00000000028	NA	23.2657277931669	557.873922604446	173.504380967064	406.047158549319
ENSMUSG00000000031	NA	0.894835684352573	701.505641483949	0	448.575788621816
ENSMUSG00000000037	NA	0	95.754479253002	2.94075221978074	62.7803586784483
ENSMUSG00000000049	NA	0	0	0	0
ENSMUSG00000000056	NA	1429.05258791106	795.178501622756	1027.30277544341	844.49708286816
ENSMUSG00000000058	NA	7.15868547482058	0	23.5260177582459	2.02517286059511
ENSMUSG00000000078	NA	5144.41034934294	1978.57896804301	19839.2947253808	8183.72352966483
ENSMUSG00000000085	NA	438.469485332761	960.667221201313	622.459219853591	847.534842159052
ENSMUSG00000000088	NA	782.981223808501	963.789649872607	592.071446915856	573.123919548415
ENSMUSG00000000093	NA	14.3173709496412	7.28566689968493	12.7432596190499	9.11327787267798
ENSMUSG00000000094	NA	0	0	0	0
ENSMUSG00000000103	NA	0	0	0	0
ENSMUSG00000000120	NA	42.0572771645709	3.12242867129354	63.7162980952494	6.07551858178532
ENSMUSG00000000125	NA	0	6.24485734258709	18.6247640586114	2.02517286059511
ENSMUSG00000000126	NA	0	0	1.96050147985383	2.02517286059511
ENSMUSG00000000127	NA	55.4798124298595	7.28566689968493	27.4470207179536	2.02517286059511
ENSMUSG00000000131	NA	2110.02254370337	2221.08759484681	3126.01960962693	2681.32886742792
ENSMUSG00000000134	NA	503.792490290498	210.243530533765	663.629750930521	274.410922610637
ENSMUSG00000000142	NA	288.137090361528	165.488719578558	61.7557966153956	167.076760999096
ENSMUSG00000000148	NA	171.808451395694	223.774054776037	118.610339531157	188.341076035345
ENSMUSG00000000149	NA	967.317374785131	385.099536126204	359.752021553177	384.78284351307
ENSMUSG00000000154	NA	0	0	4.90125369963457	3.03775929089266
ENSMUSG00000000157	NA	586.117373250935	0	928.297450710788	0
ENSMUSG00000000159	NA	0	0	0	5.06293215148777
ENSMUSG00000000167	NA	0	54.1220969690881	9.80250739926914	28.3524200483315
ENSMUSG00000000168	NA	532.427232189781	830.566026564082	518.552641421338	646.030142529839
ENSMUSG00000000171	NA	2244.24789635625	1702.76443541208	989.072996586256	1417.62100241658
ENSMUSG00000000182	NA	0	0	0	0
ENSMUSG00000000183	NA	0	0	0	0
ENSMUSG00000000184	NA	3730.56996806587	4209.0338489037	3385.78605570756	4024.01847400248
ENSMUSG00000000194	NA	1916.73803588321	876.361647076388	1025.34227396355	681.470667590254
ENSMUSG00000000197	NA	0	0	0	0
ENSMUSG00000000202	NA	0	0	0	0
ENSMUSG00000000204	NA	2218.29766151003	0	3651.43400622776	1.01258643029755
ENSMUSG00000000214	NA	0	0	0	0
ENSMUSG00000000215	NA	0	0	0	0
ENSMUSG00000000216	NA	0	0	0	0
ENSMUSG00000000223	NA	0	3.12242867129354	0.980250739926914	7.08810501208287
ENSMUSG00000000244	NA	1271.56150746501	20.816191141957	1557.61842574387	10.1258643029755
ENSMUSG00000000247	NA	0	8.32647645678278	0	1.01258643029755
ENSMUSG00000000248	NA	208.496714454149	2.0816191141957	171.54387948721	0
ENSMUSG00000000253	NA	62.6384979046801	140.509290208209	23.5260177582459	168.089347429394
ENSMUSG00000000263	NA	0	2.0816191141957	0.980250739926914	3.03775929089266
ENSMUSG00000000266	NA	0	0	0.980250739926914	0
ENSMUSG00000000275	NA	5979.29204284389	4670.11248269804	6474.55613721727	4849.27641469498
ENSMUSG00000000276	NA	318.561503629516	4675.31653048353	687.155768688767	4685.23741298678
ENSMUSG00000000278	NA	1359.25540453156	90.5504314675128	1019.46076952399	114.422266623624
ENSMUSG00000000282	NA	1095.27887764755	902.381886003834	1296.87172892331	827.283113553101
ENSMUSG00000000290	NA	3599.9239581504	163.407100464362	4339.57002565645	226.819360386652
ENSMUSG00000000295	NA	96.6422539100778	295.589914215789	80.380560674007	233.907465398735
ENSMUSG00000000296	NA	0	1.04080955709785	0	0
ENSMUSG00000000301	NA	17.0018780026989	27.061048484544	10.7827581391961	29.3650064786291
ENSMUSG00000000303	NA	310.507982470343	908.626743346421	166.642625787575	921.453651570774
ENSMUSG00000000305	NA	0	0	0.980250739926914	0
ENSMUSG00000000308	NA	0	1.04080955709785	0	0
ENSMUSG00000000317	NA	0	0	10.7827581391961	18.226555745356
ENSMUSG00000000318	NA	313.1924895234	0	95.0843217729107	1.01258643029755
ENSMUSG00000000320	NA	111.854460544072	2.0816191141957	0	0
ENSMUSG00000000326	NA	93.9577468570201	270.61048484544	211.734159824213	183.278143883857
ENSMUSG00000000339	NA	140.489202443354	446.507299994977	300.936977157563	507.305801579074
ENSMUSG00000000340	NA	263.081691199656	308.079628900963	145.077109509183	375.669565640392
ENSMUSG00000000346	NA	6295.16903942035	3656.36397408474	7501.85891266067	4141.47849991699
ENSMUSG00000000355	NA	215.65539992897	322.650962700333	340.147006754639	338.203867719383
ENSMUSG00000000359	NA	0	0	0	0
ENSMUSG00000000365	NA	0.894835684352573	10.4080955709785	14.7037610989037	4.05034572119021
ENSMUSG00000000374	NA	1222.34554482561	822.2395501073	1331.18050482075	767.540514165546
ENSMUSG00000000378	NA	1859.46855208465	785.811215608875	1352.74602109914	813.106903528936
ENSMUSG00000000381	NA	0	0	0	1.01258643029755
ENSMUSG00000000384	NA	508.266668712261	1098.05408273823	930.257952190642	1140.17232051505
ENSMUSG00000000385	NA	0	53.0812874119902	158.80061986816	17.2139693150584
ENSMUSG00000000386	NA	1182.07793902975	36.4283344984247	440.132582227184	33.4153521998193
ENSMUSG00000000392	NA	13.4225352652886	4.16323822839139	5.88150443956148	13.1636235938682
ENSMUSG00000000394	NA	0	0	2.94075221978074	0
ENSMUSG00000000399	NA	1149.86385439306	949.218316073237	655.787745011106	902.21450939512
ENSMUSG00000000402	NA	14.3173709496412	0	0.980250739926914	0
ENSMUSG00000000409	NA	988.793431209593	8262.98707379981	691.076771648475	7318.97471819072
ENSMUSG00000000411	NA	0	6.24485734258709	0.980250739926914	7.08810501208287
ENSMUSG00000000416	NA	0	0	0	0
