NAME	DESCRIPTION	GSM1169491	GSM1169493	GSM1169494	GSM1169500	GSM1169502	GSM1169503
ENSMUSG00000000001	NA	3641.38412745813	3049.55271134359	3754.80216019638	4152.73360094793	3747.3263126053	5279.78889894118
ENSMUSG00000000003	NA	0	0	0	0	0	0
ENSMUSG00000000028	NA	163.25416397481	474.067796883667	40.3829012712022	186.08664589388	433.925765588027	73.7506329006827
ENSMUSG00000000031	NA	1.6325416397481	0	12.1148703813607	0	1.17914610214138	6.61864654236896
ENSMUSG00000000037	NA	36.7321868943322	14.8810519201151	19.383792610177	24.0111801153393	23.5829220428275	17.9648977578586
ENSMUSG00000000049	NA	1.6325416397481	1.06293228000822	5.65360617796831	1.20055900576696	0	2.83656280387241
ENSMUSG00000000056	NA	3011.22305451536	1292.52565249	1536.97322238196	2294.26826002067	1242.81999165701	1406.93515072072
ENSMUSG00000000058	NA	0.816270819874048	0	0	1.20055900576696	1.17914610214138	0
ENSMUSG00000000078	NA	1990.8845296728	2930.50429598267	1822.07650535664	4038.68049540007	17046.9151986579	6529.76757451429
ENSMUSG00000000085	NA	1239.09910456881	484.697119683749	1094.37662444958	1172.94614863432	650.88864838204	1039.12750715193
ENSMUSG00000000088	NA	492.211304384051	941.758000087285	747.083673517241	330.153726585915	601.364512092102	510.581304697034
ENSMUSG00000000093	NA	4.89762491924429	8.50345824006578	8.88423827966448	9.60447204613572	1.17914610214138	3.78208373849655
ENSMUSG00000000094	NA	0	0	0	3.60167701730089	0	0
ENSMUSG00000000103	NA	0	0	0	0	0	0.945520934624138
ENSMUSG00000000120	NA	3.26508327949619	0	3.23063210169617	0	2.35829220428275	0
ENSMUSG00000000125	NA	10.6115206583626	6.37759368004933	10.4995543305126	9.60447204613572	8.25402271498964	0.945520934624138
ENSMUSG00000000126	NA	0	0	0	0	0	0.945520934624138
ENSMUSG00000000127	NA	13.8766039378588	1.06293228000822	3.23063210169617	16.8078260807375	11.7914610214138	14.1828140193621
ENSMUSG00000000131	NA	3380.17746509843	5275.33290568081	7027.4324792146	3670.10888062961	5425.25121595247	7466.77882072681
ENSMUSG00000000134	NA	216.311767266623	452.809151283503	286.718599025536	183.685527882346	352.564684540272	306.348782818221
ENSMUSG00000000142	NA	701.992905091681	799.325074566183	1729.19583243288	444.206832133777	476.375025265116	1046.69167462892
ENSMUSG00000000148	NA	412.216764036394	365.648704322828	302.871759534016	243.713478170694	280.636772309648	238.271275525283
ENSMUSG00000000149	NA	188.558559390905	243.411492121883	278.642018771295	180.083850865045	300.682256046051	245.835443002276
ENSMUSG00000000154	NA	0	0	0	0	0	0
ENSMUSG00000000157	NA	0	0	0.807658025424044	0	0	0
ENSMUSG00000000159	NA	0	0	0	0	0	0
ENSMUSG00000000167	NA	48.9762491924429	17.0069164801316	10.4995543305126	28.8134161384072	21.2246298385448	25.5290652348517
ENSMUSG00000000168	NA	776.27354970022	547.410124204234	529.823664678173	560.661055693173	562.452690721437	520.036514043276
ENSMUSG00000000171	NA	1618.66503581024	1675.18127329296	1365.74972099206	1437.06912990306	1609.53442942298	1594.1482957763
ENSMUSG00000000182	NA	0	0	0	0	0	0
ENSMUSG00000000183	NA	0	0	19.383792610177	0	0	0
ENSMUSG00000000184	NA	21.2230413167253	16009.8860014838	1913.34186222956	21.6100621038054	12548.4728189885	1047.63719556354
ENSMUSG00000000194	NA	1569.68878661779	1031.04431160798	1770.3863917295	1639.96360187767	1177.96695603924	1640.47882157288
ENSMUSG00000000197	NA	0	0	0	0	0	0
ENSMUSG00000000202	NA	0	0	0	0	0	0
ENSMUSG00000000204	NA	0.816270819874048	6.37759368004933	0	0	3.53743830642413	9.45520934624138
ENSMUSG00000000214	NA	0	0	0	0	0	0
ENSMUSG00000000215	NA	0	0	0	1.20055900576696	0	0
ENSMUSG00000000216	NA	0	0	0	0	0	0
ENSMUSG00000000223	NA	0	6.37759368004933	1.61531605084809	7.20335403460179	9.43316881713101	1.89104186924828
ENSMUSG00000000244	NA	1670.90636828218	1307.40670441011	2201.67577730594	1156.13832255359	1094.2475827872	1337.91212249315
ENSMUSG00000000247	NA	1.6325416397481	12.7551873600987	2.42297407627213	24.0111801153393	14.1497532256965	5.67312560774482
ENSMUSG00000000248	NA	0	0	0	0	0	0.945520934624138
ENSMUSG00000000253	NA	59.5877698508055	0	29.0756889152656	45.6212422191447	7.07487661284826	23.6380233656034
ENSMUSG00000000263	NA	0.816270819874048	0	0	0	2.35829220428275	0.945520934624138
ENSMUSG00000000266	NA	0	0	1.61531605084809	0	0	2.83656280387241
ENSMUSG00000000275	NA	5536.76497120567	8589.55575474644	4218.39786678978	5099.97465649807	6712.87875949086	4587.66757479632
ENSMUSG00000000276	NA	9452.41609414148	829.087178406413	881.154905737632	10897.4740953467	1042.36515429298	2006.39542327242
ENSMUSG00000000278	NA	4.08135409937024	46.7690203203618	73.496880313588	21.6100621038054	60.1364512092102	35.9297955157172
ENSMUSG00000000282	NA	928.099922196793	940.695067807276	1175.95008501741	792.368943806197	882.00128440175	982.396251074479
ENSMUSG00000000290	NA	4092.78189084848	7410.76385621732	10814.5409604279	3293.13335281878	7642.04588797826	8816.03719443546
ENSMUSG00000000295	NA	263.655474819318	232.782169321801	273.796070618751	331.354285591682	275.920187901082	350.788266745555
ENSMUSG00000000296	NA	0	0	0	0	0	0.945520934624138
ENSMUSG00000000301	NA	13.0603331179848	64.8388690805015	21.8067666864492	26.4122981268732	41.2701135749482	28.3656280387241
ENSMUSG00000000303	NA	4.08135409937024	262.544273162031	104.995543305126	14.4067080692036	281.815918411789	89.8244887892931
ENSMUSG00000000305	NA	0	0	0	0	0	0
ENSMUSG00000000308	NA	1.6325416397481	2.12586456001644	8.07658025424044	4.80223602306786	0	0.945520934624138
ENSMUSG00000000317	NA	0	1.06293228000822	19.383792610177	0	1.17914610214138	4.72760467312069
ENSMUSG00000000318	NA	0	3.18879684002467	5.65360617796831	0	0	11.3462512154896
ENSMUSG00000000320	NA	0	0	0	3.60167701730089	1.17914610214138	2.83656280387241
ENSMUSG00000000326	NA	242.432433502592	171.132097081324	243.912723678061	242.512919164927	162.72216209551	228.816066179041
ENSMUSG00000000339	NA	736.276279526391	545.284259644218	628.357943779906	737.143229540916	764.086674187612	683.611635733251
ENSMUSG00000000340	NA	474.253346346822	258.292544041998	390.906484305237	539.050993589367	384.401629298089	468.978383573572
ENSMUSG00000000346	NA	3969.5249970475	4950.07562799829	3293.62942767925	4191.15148913247	5302.62002132977	3930.53052523254
ENSMUSG00000000355	NA	457.927929949341	568.668769804399	454.711468313737	440.605155116476	499.957947307944	514.363388435531
ENSMUSG00000000359	NA	0	0	0	0	0	0
ENSMUSG00000000365	NA	0.816270819874048	3.18879684002467	4.03829012712022	9.60447204613572	0	1.89104186924828
ENSMUSG00000000374	NA	1417.04614330135	1329.72828229029	1329.40510984798	1543.91888141632	1554.11456262233	1423.95452754395
ENSMUSG00000000378	NA	2882.25226497526	2237.47244941731	2756.53684077226	2443.13757673577	2151.94163640801	2378.93067151433
ENSMUSG00000000381	NA	6.53016655899239	0	2.42297407627213	0	1.17914610214138	0
ENSMUSG00000000384	NA	885.653839563342	1402.00767733084	1246.2163332293	800.772856846565	1116.65135872788	1156.37210304532
ENSMUSG00000000385	NA	4.08135409937024	44.6431557603453	8.88423827966448	0	33.0160908599586	6.61864654236896
ENSMUSG00000000386	NA	0	370.963365722869	62.9973259830754	0	455.150395426571	28.3656280387241
ENSMUSG00000000392	NA	4.89762491924429	26.5733070002055	25.0373987881454	3.60167701730089	22.4037759406862	13.2372930847379
ENSMUSG00000000394	NA	0	1.06293228000822	6.46126420339235	0	0	2.83656280387241
ENSMUSG00000000399	NA	1089.72154453185	1372.24557349061	1179.1807171191	864.402484152215	1493.97811141312	1076.94834453689
ENSMUSG00000000402	NA	4.08135409937024	0	0.807658025424044	0	0	0
ENSMUSG00000000409	NA	19592.9484894368	9135.90294667067	7941.70136399462	16853.4473229567	8586.54191579351	6842.73500387488
ENSMUSG00000000411	NA	3.26508327949619	3.18879684002467	1.61531605084809	16.8078260807375	2.35829220428275	10.4007302808655
ENSMUSG00000000416	NA	0	0	0	0	0	0
ENSMUSG00000000420	NA	1728.86159649323	2205.58448101706	1793.00081644138	2001.33186261353	2475.02766839475	2083.9281399116
ENSMUSG00000000435	NA	0	0	0	0	0	0
ENSMUSG00000000439	NA	856.268090047877	545.284259644218	620.281363525666	1417.86018581079	777.057281311167	921.882911258534
ENSMUSG00000000440	NA	0	0	0	1.20055900576696	0	0
ENSMUSG00000000441	NA	1302.76822851898	972.583036207523	1167.87350476317	1422.66242183385	1205.08731638849	1302.92784791206
ENSMUSG00000000486	NA	5692.67269780161	4026.38747667114	5433.92319505297	4861.06341435044	3319.29627752798	4692.62039853959
ENSMUSG00000000489	NA	1.6325416397481	79.7199210006167	42.8058753474743	0	67.2113278220585	12.2917721501138
ENSMUSG00000000530	NA	0	457.060880403535	288.333915076384	1.20055900576696	297.144817739627	151.283349539862
ENSMUSG00000000531	NA	56.3226865713093	55.2724785604275	96.9189630508853	81.6380123921536	35.3743830642413	67.1319863583138
ENSMUSG00000000532	NA	621.998364744025	765.31124160592	785.04360071217	536.649875577833	635.559749054202	738.451849941451
ENSMUSG00000000538	NA	1275.01502064326	759.996580205879	628.357943779906	1078.10198717873	731.070583327654	544.620058343503
ENSMUSG00000000544	NA	0	0	3.23063210169617	0	0	0
ENSMUSG00000000552	NA	124.889435440729	70.1535304805426	243.912723678061	124.858136599764	24.7620681449689	168.302726363096
ENSMUSG00000000555	NA	456.295388309593	305.06156436236	713.162036449431	378.176086816594	301.861402148192	559.748393297489
ENSMUSG00000000560	NA	1.6325416397481	0	0	1.20055900576696	0	0
ENSMUSG00000000561	NA	289.776141055287	384.781485362976	319.024920042497	350.563229683954	384.401629298089	381.044936653527
ENSMUSG00000000562	NA	6.53016655899239	0	4.03829012712022	0	1.17914610214138	0.945520934624138
ENSMUSG00000000563	NA	1178.69506389813	1380.74903173068	1156.56629240723	1058.89304308646	1241.64084555487	1208.37575444965
ENSMUSG00000000567	NA	0	0	0	0	0	0.945520934624138
ENSMUSG00000000568	NA	3389.15644411705	4730.04864603659	5078.55366386639	3718.13124086029	5830.87747508911	5874.52156681977
ENSMUSG00000000579	NA	18.7742288571031	4.25172912003289	6.46126420339235	24.0111801153393	4.71658440856551	4.72760467312069
ENSMUSG00000000581	NA	772.19219560085	717.47928900555	695.393559890102	884.811987250253	660.321817199171	841.513631815482
ENSMUSG00000000594	NA	336.303577788108	1846.31337037428	860.155797076607	241.31236015916	1299.4190045598	511.526825631658
ENSMUSG00000000600	NA	2975.30713844091	2395.84935913853	2802.57334822143	3324.34788696873	3357.0289527965	3365.10900632731
ENSMUSG00000000605	NA	1064.41714911576	799.325074566183	961.920708280036	1117.72043436904	893.792745423164	1159.20866584919
ENSMUSG00000000606	NA	0	0	0	0	0	0
ENSMUSG00000000617	NA	46.5274367328208	103.104431160798	2.42297407627213	61.2285092941152	94.3316881713101	13.2372930847379
ENSMUSG00000000627	NA	2.44881245962214	465.564338643601	99.3419371271574	0	458.687833732996	88.8789678546689
ENSMUSG00000000628	NA	54.6901449315612	150.936383761168	74.304538339012	62.4290682998822	132.064363439834	128.590847108883
ENSMUSG00000000631	NA	3361.40323624133	995.967546367704	1837.4220078397	3014.60366348085	1113.11392042146	1700.99216138882
ENSMUSG00000000632	NA	0.816270819874048	0	0.807658025424044	0	0	0
ENSMUSG00000000673	NA	22.8555829564734	262.544273162031	12.9225284067847	21.6100621038054	235.829220428275	43.4939629927103
ENSMUSG00000000682	NA	3296.10157065141	23465.2930134615	9195.18661945274	1878.8748440253	10207.8678062379	4561.19298862684
ENSMUSG00000000686	NA	86.5247069066491	127.551873600987	13.7301864322087	84.0391304036875	90.794249864886	24.5835443002276
ENSMUSG00000000690	NA	0	0	0	0	0	0
ENSMUSG00000000693	NA	18.7742288571031	6.37759368004933	8.07658025424044	28.8134161384072	4.71658440856551	17.9648977578586
ENSMUSG00000000701	NA	0	0	0	0	0	0
ENSMUSG00000000706	NA	1.6325416397481	0	0	8.40391304036875	0	0
ENSMUSG00000000708	NA	1101.96560682997	867.352740486709	756.775569822329	1471.8853410703	1025.857108863	867.988217984958
ENSMUSG00000000711	NA	1105.23069010946	755.744851085846	689.739953712133	765.956645679324	451.612957120147	600.405793486327
ENSMUSG00000000724	NA	75.0969154284124	28.699171560222	66.2279580847716	20.4095030980384	20.0454837364034	19.8559396271069
ENSMUSG00000000730	NA	0	0	0	0	0	0.945520934624138
ENSMUSG00000000731	NA	0	0	4.84594815254426	2.40111801153393	0	0.945520934624138
ENSMUSG00000000732	NA	2.44881245962214	92.4751083607153	65.4203000593475	1.20055900576696	79.0027888434722	15.1283349539862
ENSMUSG00000000738	NA	781.171174619464	705.787033925459	591.2056746104	912.424844382893	857.239216256781	601.351314420951
ENSMUSG00000000739	NA	1.6325416397481	0	1.61531605084809	0	0	0
ENSMUSG00000000740	NA	459.560471589089	2360.77259389826	758.390885873177	381.777763833895	1680.28319555146	819.766650319127
ENSMUSG00000000743	NA	517.515699800147	525.088546324062	403.829012712022	470.61913026065	565.990129027861	484.106718527558
ENSMUSG00000000751	NA	1843.1395112756	2074.84381057605	2015.91443145841	1800.83850865045	2399.5623178577	2234.26596851684
ENSMUSG00000000753	NA	22.8555829564734	14.8810519201151	20.1914506356011	33.615652161475	3.53743830642413	13.2372930847379
ENSMUSG00000000759	NA	2024.35163328764	1909.02637489477	1447.32318155989	2063.76093091341	1801.73524407202	1858.89415747105
ENSMUSG00000000766	NA	57.9552282110574	177.509690761373	116.302755661062	51.6240372479795	270.024457390375	99.2796981355344
ENSMUSG00000000776	NA	120.808081341359	198.768336361538	222.913615017036	183.685527882346	286.532502820355	287.438364125738
ENSMUSG00000000782	NA	101309.003996208	29018.0512442245	53166.5124976139	77110.7043814064	24602.8834211798	48612.0678118308
ENSMUSG00000000787	NA	8742.26048085106	5143.52930295979	4071.4041061626	10012.6621080965	7228.16560612664	6562.86080722614
ENSMUSG00000000791	NA	423.644555514631	81.8457855606331	575.860172127343	391.382235880031	93.1525420691688	530.437244324141
ENSMUSG00000000792	NA	6.53016655899239	0	6.46126420339235	0	0	0
ENSMUSG00000000794	NA	0	0	2.42297407627213	0	0	0.945520934624138
ENSMUSG00000000804	NA	1092.98662781135	1136.27460732879	1267.21544189032	1225.77074488807	1442.0956829189	1279.28982454646
ENSMUSG00000000805	NA	0	0	0	0	0	0
ENSMUSG00000000811	NA	11.4277914782367	5.31466140004111	10.4995543305126	2.40111801153393	31.8369447578172	19.8559396271069
ENSMUSG00000000817	NA	0	0	117.110413686486	6.00279502883482	15.3288993278379	150.337828605238
ENSMUSG00000000823	NA	1386.84412296601	1181.98069536914	1217.94830233946	1433.46745288576	1222.77450792061	1310.49201538905
ENSMUSG00000000826	NA	4373.57905288515	4148.62468887209	4174.78433341688	4134.72521586143	3536.25916032199	4028.86470243345
ENSMUSG00000000827	NA	1101.96560682997	1176.6660339691	980.496842864789	1127.32490641518	1102.50160550219	1148.80793556833
ENSMUSG00000000838	NA	1402.35326854361	1323.35068861024	961.113050254612	1917.29273220984	1538.7856632945	1657.49819839611
ENSMUSG00000000861	NA	2.44881245962214	1.06293228000822	11.3072123559366	0	1.17914610214138	13.2372930847379
ENSMUSG00000000869	NA	0	6.37759368004933	18.576134584753	13.2061490634366	10.6123149192724	12.2917721501138
ENSMUSG00000000876	NA	1504.38712102787	436.865167083379	869.847693381695	926.831552452097	294.786525535344	579.604332924596
ENSMUSG00000000881	NA	448.132680110853	298.68397068231	383.637562076421	393.783353891564	320.727739782454	439.667234600224
ENSMUSG00000000884	NA	107.747748223374	174.320893921348	133.263574194967	97.2452794671241	134.422655644117	109.6804284164
ENSMUSG00000000889	NA	4.08135409937024	5.31466140004111	0	3.60167701730089	10.6123149192724	0.945520934624138
ENSMUSG00000000901	NA	36.7321868943322	173.25796164134	69.4585901864678	54.0251552595134	96.6899803755929	57.6767770120724
ENSMUSG00000000902	NA	797.496591016945	1340.35760509037	1511.12816556839	659.106894166064	1300.59815066194	1180.95564734555
ENSMUSG00000000903	NA	9.79524983848858	1.06293228000822	26.6527148389934	7.20335403460179	1.17914610214138	7.5641674769931
ENSMUSG00000000915	NA	48.9762491924429	279.551189642162	98.5342791017333	108.050310519027	527.078307657195	227.870545244417
ENSMUSG00000000916	NA	503.639095862288	424.109979723281	491.863737483243	364.969937753157	397.372236421644	441.558276469472
ENSMUSG00000000934	NA	27.7532078757176	90.3492438006989	33.1139790423858	12.0055900576696	101.406564784158	47.2760467312069
ENSMUSG00000000938	NA	0	0	0	0	1.17914610214138	0
ENSMUSG00000000942	NA	2.44881245962214	8.50345824006578	3.23063210169617	0	4.71658440856551	4.72760467312069
ENSMUSG00000000948	NA	0	2.12586456001644	0	0	0	0.945520934624138
ENSMUSG00000000957	NA	62.0365823104277	28.699171560222	137.301864322087	90.0419254325224	30.6577986556758	104.952823743279
ENSMUSG00000000958	NA	62.8528531303017	42.5172912003289	29.0756889152656	62.4290682998822	33.0160908599586	57.6767770120724
ENSMUSG00000000959	NA	1028.5012330413	1172.41430484907	1309.21365921237	1220.968508865	938.600297304536	1225.39513127288
ENSMUSG00000000976	NA	1488.06170463039	1167.09964344903	1221.17893444115	1373.43950259741	1238.10340724845	1333.18451782003
ENSMUSG00000000982	NA	0	2.12586456001644	5.65360617796831	0	9.43316881713101	3.78208373849655
ENSMUSG00000000983	NA	0	11.6922550800904	0.807658025424044	0	0	0
ENSMUSG00000001014	NA	0	0	0	0	0	0
ENSMUSG00000001016	NA	1922.31778080338	1471.09827553138	1885.88148936514	2736.07397414291	2359.47135038489	2999.19240462776
ENSMUSG00000001017	NA	5738.38386371456	5428.39515400199	5266.73798379019	4803.43658207363	4676.4934410927	5075.55637706237
ENSMUSG00000001018	NA	525.678407998887	679.213726925254	655.010658618899	926.831552452097	695.696200263412	898.244887892931
ENSMUSG00000001020	NA	0	7.44052596005755	74.304538339012	1.20055900576696	1.17914610214138	37.8208373849655
ENSMUSG00000001021	NA	4.89762491924429	0	4.84594815254426	1.20055900576696	0	3.78208373849655
ENSMUSG00000001023	NA	0	0	0	0	0	0
ENSMUSG00000001025	NA	3.26508327949619	31.8879684002467	334.370422525554	4.80223602306786	16.5080454299793	159.793037951479
ENSMUSG00000001027	NA	0	0	6.46126420339235	8.40391304036875	8.25402271498964	2.83656280387241
ENSMUSG00000001029	NA	1867.62763587182	934.317474127227	1168.68116278859	1642.36471988921	689.800469752705	1054.25584210591
ENSMUSG00000001034	NA	592.612615228559	442.17982848342	1061.26264540719	452.610745174146	349.027246233848	705.358617229607
ENSMUSG00000001036	NA	2.44881245962214	49.9578171603864	106.610859355974	14.4067080692036	7.07487661284826	85.0968841161724
ENSMUSG00000001039	NA	14.6928747577329	19.132781040148	7.26892222881639	9.60447204613572	9.43316881713101	12.2917721501138
ENSMUSG00000001052	NA	4024.21514197906	2822.08520342183	3565.81018224715	4183.94813509787	2951.40269365987	3418.05817866626
ENSMUSG00000001053	NA	199.170080049268	159.439842001233	76.7275124152842	164.476583790074	101.406564784158	40.6574001888379
ENSMUSG00000001054	NA	533.841116197628	1136.27460732879	698.624191991798	587.073353820046	1161.45891060926	755.471226764686
ENSMUSG00000001056	NA	188.558559390905	1213.86866376939	482.979499203578	121.256459582463	576.602443947133	245.835443002276
ENSMUSG00000001062	NA	423.644555514631	321.005548562483	613.820099322273	458.613540202981	429.209181179461	632.553505263548
ENSMUSG00000001065	NA	533.024845377754	340.138329602631	390.906484305237	351.763788689721	209.888006181165	352.679308614803
ENSMUSG00000001076	NA	0	0	0	0	0	0
ENSMUSG00000001082	NA	158.356539055565	403.914266403124	268.142464440783	142.866521686269	191.021668546903	191.9407497287
ENSMUSG00000001089	NA	225.290746285237	620.752451524802	498.325001686635	114.053105547862	433.925765588027	538.946932735758
ENSMUSG00000001095	NA	0	0	0	0	0	0
ENSMUSG00000001098	NA	306.101557452768	397.536672723075	420.789831245927	206.496148991918	346.668954029565	359.297955157172
ENSMUSG00000001100	NA	231.82091284423	341.201261882639	305.294733610289	214.900062032287	312.473717067465	263.800340760134
ENSMUSG00000001103	NA	0	18.0698487601398	0	1.20055900576696	4.71658440856551	0
ENSMUSG00000001105	NA	1154.2069393019	1135.21167504878	1349.59656048358	941.2382605213	760.549235881188	1259.43388491935
ENSMUSG00000001119	NA	0	4.25172912003289	0	0	3.53743830642413	0
ENSMUSG00000001120	NA	244.06497514234	199.831268641546	165.569895211929	213.69950302652	113.198025805572	135.209493651252
ENSMUSG00000001123	NA	3973.60635114687	3227.06240210496	2200.86811928052	3403.58478134935	2235.66100966005	1836.20165504008
ENSMUSG00000001127	NA	1820.28392831913	1996.18682185544	1834.191375738	2344.69173826288	2538.70155791038	2310.85316422139
ENSMUSG00000001128	NA	250.595141701333	180.698487601398	163.954579161081	121.256459582463	147.393262767672	136.155014585876
ENSMUSG00000001131	NA	0	3.18879684002467	5.65360617796831	4.80223602306786	1.17914610214138	5.67312560774482
ENSMUSG00000001134	NA	79.1782695277827	91.4121760807071	88.0347247712208	69.632422334484	132.064363439834	113.462512154897
ENSMUSG00000001138	NA	980.341254668732	837.590636646479	891.654460068144	952.043291573203	656.784378892747	735.615287137579
ENSMUSG00000001143	NA	2416.16162682718	876.919131006783	1091.95365037331	2085.37099301722	734.608021634078	1035.34542341343
ENSMUSG00000001150	NA	1970.47775917595	1510.42676989168	1722.73456822949	2423.9286326435	1980.96545159751	1791.76217111274
ENSMUSG00000001151	NA	2367.18537763474	2053.58516497588	2068.41220311098	2399.91745252816	2625.95836946885	2037.59761411502
ENSMUSG00000001155	NA	0	0	0	0	0	2.83656280387241
ENSMUSG00000001156	NA	1262.77095834515	1328.66535001028	969.997288534277	1300.20540324562	1933.79960751186	1369.11431333575
ENSMUSG00000001157	NA	1075.844940594	637.759368004933	879.539589686784	1043.28577601149	747.578628757633	998.470106963089
ENSMUSG00000001158	NA	380.382202061306	539.969598244177	285.103282974687	378.176086816594	312.473717067465	311.076387491341
ENSMUSG00000001166	NA	62.0365823104277	335.886600482598	141.340154449208	62.4290682998822	341.952369620999	93.6065725277896
ENSMUSG00000001168	NA	0	0	0	0	0	0
ENSMUSG00000001173	NA	332.222223688738	383.718553082968	310.140681762833	372.173291787759	491.703924592954	340.38753646469
